law_id	group	tier	name_zh	name_en	law_version	source_url	weight	note	articles	questions	family
OSH-50	OSH	1	特定化學物質危害預防標準	Standards for Prevention of Hazards from Specified Chemical Substances	民國110年9月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060015	1		53	61	職安-危害性化學品與作業環境
OSH-39	OSH	1	鉛中毒預防規則	Lead Poisoning Prevention Rules	民國113年6月13日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060018	1		51	55	職安-危害性化學品與作業環境
OSH-40	OSH	1	四烷基鉛中毒預防規則	Tetraalkyl Lead Poisoning Prevention Rules	民國111年6月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060019	1		29	30	職安-危害性化學品與作業環境
OSH-42	OSH	1	起重升降機具安全規則	Safety Rules for Cranes, Hoists and Lifting Equipment	民國109年8月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060013	1		107	108	職安-機械設備
OSH-44	OSH	1	鍋爐及壓力容器安全規則	Safety Rules for Boilers and Pressure Vessels	民國103年7月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060011	1		39	42	職安-機械設備
OSH-41	OSH	1	高壓氣體勞工安全規則	Rules for Labor Safety in High-Pressure Gas	民國111年9月14日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060030	1		226	235	職安-機械設備
OSH-10	OSH	1	勞工健康保護規則	Labor Health Protection Rules	民國115年6月26日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060022	3		29	41	職安-勞工健康與母性保護
OSH-22	OSH	1	女性勞工母性健康保護實施辦法	Regulations for Implementing Maternal Health Protection of Female Laborers	民國113年5月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060065	2		16	16	職安-勞工健康與母性保護
OSH-20	OSH	1	妊娠與分娩後女性及未滿十八歲勞工禁止從事危險性或有害性工作認定標準	Standards for Identifying Dangerous or Harmful Work Prohibited for Pregnant/Postpartum Women and Laborers under 18	民國114年11月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0060032	2		5	7	職安-勞工健康與母性保護
OSH-03	OSH	1	勞動檢查法	Labor Inspection Act	民國109年6月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0070001	2		40	40	職安-勞動檢查
OSH-04	OSH	1	勞動檢查法施行細則	Enforcement Rules of the Labor Inspection Act	民國112年12月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0070004	1		39	39	職安-勞動檢查
OSH-25	OSH	1	勞動檢查法第二十八條所定勞工有立即發生危險之虞認定標準	Standards for Identifying Imminent Danger under Article 28 of the Labor Inspection Act	民國94年6月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0070016	2		9	11	職安-勞動檢查
OSH-48	OSH	1	勞動基準法	Labor Standards Act	民國113年7月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0030001	1		98	101	職安-勞動條件與職場平等
OSH-49	OSH	1	勞動基準法施行細則	Enforcement Rules of the Labor Standards Act	民國113年3月27日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0030002	1		63	63	職安-勞動條件與職場平等
OSH-37	OSH	1	性別平等工作法	Act of Gender Equality in Employment	民國112年8月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0030014	1		49	54	職安-勞動條件與職場平等
OSH-38	OSH	1	性別平等工作法施行細則	Enforcement Rules of the Act of Gender Equality in Employment	民國115年4月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=N0030015	1		19	19	職安-勞動條件與職場平等
