id	law_group	law_id	law	article	law_version	category	difficulty	q_zh	a_zh	b_zh	c_zh	d_zh	q_en	a_en	b_en	c_en	d_en	answer	explain_zh	explain_en	status	batch	reviewer	review_note
ENV-0011	ENV	ENV-21	環境基本法	第8條	民國91年12月11日	環基法-施政理念	1	各級政府施政依環境基本法應納入何種理念？並應發展何種系統以處理環境問題？	應納入經濟發展優先、成本效益理念，並發展相關科學技術建立污染排放交易及環境稅捐課徵之財政收入系統	應納入國際接軌優先、標準統一理念，並發展相關科學技術建立與各國環境法規完全一致之管制標準值系統	應納入環境保護優先、永續發展理念，並發展相關科學技術建立環境生命週期管理及綠色消費型態之經濟效率系統	應納入地方自治優先、因地制宜理念，並發展相關科學技術建立各縣市環境品質排名及績效競賽之考核系統	What ideas must government policy incorporate, and what system must be built?	Priority for economic development and cost-benefit analysis, developing science and technology to build emission trading and environmental tax revenue systems	Priority for international alignment and unified standards, developing science and technology to build control values identical to those of other countries	Priority for environmental protection and sustainable development, developing science and technology to build eco-efficiency systems of life-cycle management and green consumption	Priority for local self-government and local adaptation, developing relevant science and technology to build county quality rankings and performance competition evaluation systems	c	第8條：各級政府施政應納入環境保護優先、永續發展理念，並應發展相關科學及技術，建立環境生命週期管理及綠色消費型態之經濟效率系統，以處理環境相關問題。此與第3條環境保護優先原則、第5條綠色消費原則、第6條生命週期基礎相呼應。	Article 8, read with Articles 3, 5 and 6.	draft	10		
ENV-0012	ENV	ENV-21	環境基本法	第9條	民國91年12月11日	環基法-環境教育	1	各級政府依環境基本法就環境保護教育與學習應如何辦理？	應僅就各級學校學生辦理環境保護教育，成人教育及社會宣導部分由民間環境保護團體自行辦理之	應由中央政府統一編印教材分送各校使用，地方政府不得自行辦理環境教育宣導或相關學習活動	應普及環境保護優先及永續發展相關之教育及學習，加強宣導以提升國民環境知識並落實於日常生活中	應委託大學院校辦理環境保護學位學程，一般國民之環境知識提升則由各該事業對其員工負責辦理	How must governments handle environmental education and learning?	They must provide it only to students at each school level, leaving adult education and public outreach to private environmental groups to arrange	The central government must print unified teaching materials for schools, and local governments may not run their own education or publicity	They must spread education and learning on protection priority and sustainability and strengthen publicity so knowledge is raised and applied in daily life	They must commission universities to run degree programs, leaving general public knowledge to each enterprise to raise among its own employees	c	第9條：各級政府應普及環境保護優先及永續發展相關之教育及學習，加強宣導，以提升國民環境知識，建立環境保護觀念，並落實於日常生活中。環境教育法即依此理念另訂專法，規範環境教育綱領、行動方案、人員認證及環境講習等制度。	Article 9; the Environmental Education Act elaborates this principle.	draft	10		
ENV-0013	ENV	ENV-21	環境基本法	第10條	民國91年12月11日	環基法-專責機關經費	1	各級政府依環境基本法就環境保護事務之組織與經費應如何辦理？	應由專責機關或單位規劃、推動辦理及輔導有關環境保護事務，並應寬列環境保護經費且視實際需要合理分配之	應由警察機關兼辦環境保護稽查取締事務，環境保護經費全數由違規事業所繳納之罰鍰收入支應與運用	應由各機關兼辦環境保護事務而不另設專責單位，環境保護經費由各機關就現有預算內自行調整支應即可	應委託民間環境保護團體全權辦理環境保護事務，環境保護經費由該團體自行募款並由政府事後核銷之	How must governments organize and fund environmental protection work?	A dedicated agency or unit must plan, promote and guide the work, and generous budgets must be allocated and reasonably distributed as needed	Police agencies handle inspection and enforcement as a side duty, and funding comes entirely from the fines paid by offending enterprises	Each agency handles it as a side duty with no dedicated unit, and funding is absorbed within each agency's existing annual budget	Private environmental groups are commissioned to handle all the work, and funding is raised by them and later reimbursed by government	a	第10條第1項：各級政府應由專責機關或單位規劃、推動辦理及輔導有關環境保護事務。第2項：各級政府應寬列環境保護經費，並視實際需要合理分配之。第30條並規定中央政府應設置環境資源專責部會，第31條規定應依法律設置各種環境基金。	Article 10, paragraphs 1 and 2; compare Articles 30 and 31.	draft	10		
ENV-0014	ENV	ENV-21	環境基本法	第11條	民國91年12月11日	環基法-諮詢參與	1	各級政府依環境基本法就專家諮詢及民眾參與，得為何種安排？	應設置法定之環境保護委員會並由其議決一切環境保護事項，民眾及團體僅得以書面陳情而不得參與推動工作	僅得聘請學者專家提供諮詢意見而不得邀請民間團體參與，以避免環境保護工作受特定利益團體不當之影響	應由中央政府統一遴聘全國性諮詢委員供各級政府共同使用，地方政府不得自行聘請專家或邀請民眾參與	得聘請環境保護有關之機關、團體代表及學者專家備供諮詢，並得邀請有關民眾與團體共同參與加強推動環境保護工作	What arrangements may governments make for expert advice and public participation?	They must establish a statutory environmental committee to decide all matters, with the public and groups limited to written petitions and no role in promotion	They may engage only scholars and experts for advice and may not invite private groups, so that the work is not unduly influenced by interest groups	The central government must appoint a single national panel for all levels to use, and local governments may not engage experts or invite the public	They may engage representatives of agencies and groups and scholars and experts for consultation, and may invite the public and groups to help promote the work	d	第11條第1項：各級政府得聘請環境保護有關之機關、團體代表及學者專家備供諮詢。第2項：各級政府得邀請有關民眾與團體共同參與加強推動環境保護工作。第29條並規定國家永續發展委員會由政府部門、學者專家及社會團體各三分之一組成。	Article 11, paragraphs 1 and 2; compare Article 29.	draft	10		
ENV-0015	ENV	ENV-21	環境基本法	第12條	民國91年12月11日	環基法-國際合作	1	中央政府依環境基本法就地球永續發展之國際事務應如何辦理？地方政府有何權限？	中央政府應推動國際合作與技術協助、工程技術及試驗研究並公開相關資訊以利國民、事業運用；地方政府亦得視需要辦理之	中央政府應統一辦理一切國際合作事務並管制相關資訊之公開；地方政府一律不得辦理任何涉外之環境保護合作事項	中央政府僅得參加國際組織會議而不得從事技術協助；地方政府得逕行與外國地方政府簽訂具法律拘束力之環境協定	中央政府應將國際合作事務全部委託民間團體辦理；地方政府得補助該等團體經費但不得自行辦理國際合作之業務	How must the central government handle international sustainability affairs, and what may local governments do?	The centre must promote international cooperation, technical assistance, engineering and research and publish the information for public and business use; localities may also do so as needed	The centre must handle all international affairs exclusively and control disclosure of the information; localities may not undertake any foreign environmental cooperation matters at all	The centre may only attend international meetings and may not provide technical assistance; localities may sign legally binding environmental agreements with foreign localities	The centre must contract all international affairs out to private groups; localities may subsidize those groups but may not conduct international cooperation themselves	a	第12條：中央政府應推動地球永續發展相關之國際合作與技術協助、工程技術及試驗研究，並公開相關資訊，以利國民、事業運用；地方政府亦得視需要辦理之。第35條並規定中央政府應獎勵環境保護學術及研究機構引進先進科技、加速研究發展。	Article 12, read with Article 35.	draft	10		
ENV-0016	ENV	ENV-21	環境基本法	第13條	民國91年12月11日	環基法-專業人員	2	環境基本法就環境保護專業人力，對中央政府及事業分別課予何種義務？	中央政府應委託各大學辦理環境保護學位教育；事業應每年選送員工至大學進修環境保護學分並取得學位後始得繼續從事污染性之作業	中央政府應建立環境保護技師簽證制度取代專責人員；事業得以委託技師簽證方式免除設置環境保護專責單位或人員之法定義務與責任	中央政府應辦理環境保護專業訓練並建立環境保護專業人員資格制度；事業應依環境保護相關法規設置環境保護專責單位或人員並訂定環境保護計畫實施之	中央政府應直接派員進駐各事業擔任環境保護專責人員；事業僅須負擔該等人員之薪資而不必另行訂定環境保護計畫或設置專責之單位	What duties on environmental professionals does the Act place on the central government and on enterprises?	The centre must commission universities to run degree programs; enterprises must send employees for degree credits each year before they may continue polluting operations	The centre must build a certifying engineer system to replace dedicated personnel; enterprises may use certification to escape the duty to set up units or appoint personnel	The centre must run professional training and build a qualification system; enterprises must set up dedicated units or personnel under the relevant laws and adopt and implement protection plans	The centre must station its own staff at each enterprise as dedicated personnel; enterprises need only pay their salaries and need not adopt protection plans or set up any dedicated unit of their own	c	第13條第1項：中央政府應辦理環境保護專業訓練，建立環境保護專業人員資格制度，以提升環境保護工作品質。第2項：事業應依環境保護相關法規設置環境保護專責單位或人員，並訂定環境保護計畫實施之。各污染防制法規之專責人員設置辦法即依此原則訂定。	Article 13, paragraphs 1 and 2.	draft	10		
ENV-0017	ENV	ENV-21	環境基本法	第14條	民國91年12月11日	環基法-專庭	1	法院為審理環境保護糾紛案件，依環境基本法得為何種安排？	應由普通民事庭依一般程序審理而不得為特別之安排	應委由公害糾紛裁決委員會代為審理而不由法院處理	應一律設立獨立之環境法院並專屬管轄所有環境案件	得設立專庭或指定專人辦理環境保護糾紛案件之審理	What arrangement may courts make for environmental dispute cases?	They must hear them in ordinary civil divisions with no special arrangement at all	They must refer such cases to the public nuisance adjudication committee instead	They must establish an independent environmental court with exclusive jurisdiction	They may set up a specialized division or designate specific judges for such cases	d	第14條：法院為審理環境保護糾紛案件，得設立專庭或指定專人辦理。第33條第1項並規定中央政府應建立環境糾紛處理制度，加強糾紛原因鑑定技術及舉證責任之教育訓練，提供適當糾紛處理機制，公害糾紛處理法之調處與裁決制度即屬之。	Article 14, read with Article 33, paragraph 1.	draft	10		
ENV-0018	ENV	ENV-21	環境基本法	第15條	民國91年12月11日	環基法-環境資訊	1	各級政府對於轄區內之自然、社會及人文環境狀況，依環境基本法應如何辦理？	應每十年辦理一次全面普查並將結果送立法院備查，平時不建立資訊系統	應委由事業自行調查並申報，政府僅彙整後於發生重大污染事件時公開之	應予蒐集但列為機密資料而僅供內部施政參考，不得對外公開或提供查詢	應予蒐集、調查及評估並建立環境資訊系統供查詢，且該環境資訊應定期公開	How must governments handle information on natural, social and cultural conditions in their areas?	Conduct a full census once every ten years and file the results with the Legislative Yuan, with no standing system	Have enterprises survey and report it themselves, with government compiling and disclosing it only after a major incident	Collect it but classify it as confidential for internal policy reference only, with no disclosure or public enquiry allowed	Collect, survey and assess it, build an environmental information system for enquiries, and disclose the information periodically	d	第15條第1項：各級政府對於轄區內之自然、社會及人文環境狀況，應予蒐集、調查及評估，建立環境資訊系統並供查詢。第2項：前項環境資訊應定期公開。第27條並規定各級政府應建立嚴密之環境監測網，定期公告監測結果並建立預警制度。	Article 15, paragraphs 1 and 2; compare Article 27.	draft	10		
ENV-0019	ENV	ENV-21	環境基本法	第16條	民國91年12月11日	環基法-土地開發	2	各級政府對於土地之開發利用，依環境基本法應以何為目標及理念？規劃時應優先考慮何者？	應以高品質寧適和諧之環境為目標，並基於環境資源總量管制理念進行合理規劃推動實施；規劃應優先考慮環境保護相關設施	應以增加可建築用地面積為目標，並基於容積移轉與獎勵理念進行規劃推動；規劃應優先考慮公共設施保留地之解編與釋出	應以最大經濟效益與土地價值提升為目標，並基於使用分區彈性調整理念進行規劃；規劃應優先考慮交通與商業設施之配置	應以配合國家重大建設進度為目標，並基於個案變更編定理念進行規劃實施；規劃應優先考慮開發單位所提出之土地使用計畫	What goal and concept must govern land development, and what gets priority in planning?	A high-quality, tranquil and harmonious environment as the goal, planned on a total resource load control concept; environmental protection facilities come first in planning	Increasing buildable land area as the goal, planned on floor area transfer and incentives; releasing reserved public facility land comes first in planning	Maximum economic benefit and rising land value as the goal, planned on flexible zoning adjustment; transport and commercial facilities come first in planning	Meeting the schedule of major national projects as the goal, planned by case-by-case rezoning of land; the developer's own proposed land use plan comes first in the planning	a	第16條第1項：各級政府對於土地之開發利用，應以高品質寧適和諧之環境為目標，並基於環境資源總量管制理念，進行合理規劃並推動實施。第2項：前項規劃應優先考慮環境保護相關設施。第17條並規定得劃定區域限制人為活動及使用並予補償回饋。	Article 16, paragraphs 1 and 2; compare Article 17.	draft	10		
ENV-0020	ENV	ENV-21	環境基本法	第17條	民國91年12月11日	環基法-劃定區域	2	各級政府為維護自然、社會、人文環境，依環境基本法得採取何種措施？對受限制者有何配套？	得視自然條件、實際需要及兼顧原住民權益劃定區域，採取必要措施或限制人為活動及使用；並應視限制程度予以補償及回饋	得逕行徵收私有土地並禁止任何人進入使用；土地所有權人僅得依土地徵收條例請求補償而不得請求任何形式之回饋	得委由民間保育團體代為管理該區域內土地；受限制之居民應遷離該區域並由該團體提供安置而政府不予補償	得公告禁止一切開發行為但不得限制既有之使用；受限制之土地所有權人不得請求補償而應自行承擔其財產上損失	What measures may governments take to protect the environment, and what accompanies restrictions?	They may designate areas considering natural conditions, actual needs and indigenous rights and restrict human activities and uses; compensation and feedback follow the degree of restriction	They may expropriate private land outright and bar all entry and use; owners may claim only expropriation compensation and may not claim any form of feedback at all	They may hand management of the area to private conservation groups; restricted residents must move out of the area with resettlement provided by that group and no government compensation at all	They may ban all new development but may not restrict existing uses; restricted landowners may claim no compensation and must bear the loss to their property	a	第17條第1項：各級政府為維護自然、社會、人文環境，得視自然條件、實際需要及兼顧原住民權益劃定區域，採取必要之措施或限制人為活動及使用。第2項：各級政府應視土地使用及人為活動限制程度，予以補償及回饋。第18條並要求積極保育野生生物確保生物多樣性。	Article 17, paragraphs 1 and 2.	draft	10		
ENV-0021	ENV	ENV-21	環境基本法	第18條	民國91年12月11日	環基法-生物多樣性	1	各級政府依環境基本法就自然保育應積極辦理哪些事項？	應積極保育野生生物確保生物多樣性，保護森林、潟湖、濕地環境，維護多樣化自然環境，並加強水資源保育、水土保持及植被綠化	應積極將所有森林劃為保護區並禁止人民進入，且將水資源保育工作交由自來水事業辦理而不編列相關之政府預算	應積極開發森林與濕地資源以增加國家收益，並將保育工作全部委由民間保育團體辦理而政府僅負責核撥其所需之經費	應積極引進外來種生物以增加物種數量，並將潟湖及濕地填築為可利用之土地以供產業使用及公共設施之興建與設置	What conservation tasks must governments actively undertake?	Conserve wildlife and biodiversity, protect forests, lagoons and wetlands, maintain diverse natural environments, and strengthen water conservation, soil conservation and revegetation	Designate all forests as reserves closed to the public and hand water conservation to water utilities without budgeting any government funds for it	Develop forest and wetland resources to raise national revenue and contract all conservation work out to private groups, with government only providing the funding that they need	Introduce alien species to increase species numbers and fill in lagoons and wetlands to create usable land for industry and for building public facilities	a	第18條：各級政府應積極保育野生生物，確保生物多樣性；保護森林、潟湖、濕地環境，維護多樣化自然環境，並加強水資源保育、水土保持及植被綠化工作。第19條並規定對非再生性資源應採預防措施保護，對已超限或瀕臨極限利用之稀有資源應定期調查評估。	Article 18, read with Article 19.	draft	10		
ENV-0022	ENV	ENV-21	環境基本法	第19條	民國91年12月11日	環基法-資源保護	2	各級政府依環境基本法對非再生性資源及稀有資源應如何處理？	對非再生性資源應全部收歸國有並禁止使用；對稀有資源則委由使用之事業自行調查後決定是否採取限制之措施	對非再生性資源應加速開採以創造經濟價值；對稀有資源則於完全耗竭後再行研議替代方案並開放民間自由開發	對非再生性資源應採預防措施予以保護；對已超限或瀕臨極限利用之稀有資源應定期調查評估並採改善或限制措施	對非再生性資源應以提高使用費方式管理；對稀有資源則每十年調查一次並僅於國際公約要求時採取限制措施	How must governments treat non-renewable and scarce resources?	Nationalize all non-renewable resources and ban their use; let the enterprises using scarce resources survey them and decide whether restrictions are needed	Extract non-renewable resources faster for economic value; consider substitutes only once scarce resources are exhausted and open them to free private development	Protect non-renewable resources by preventive measures; periodically survey and assess over-used or near-limit scarce resources and adopt improvement or restriction measures	Manage non-renewable resources by raising user charges; survey scarce resources once a decade and restrict them only when an international treaty requires it	c	第19條：各級政府對非再生性資源應採預防措施予以保護；對於已超限或瀕臨極限利用之稀有資源，應定期調查評估，並採改善或限制措施。第26條第2項並規定中央政府對稀有資源及自然與文化資產之利用應建立事前許可、管制及稽查制度。	Article 19, read with Article 26, paragraph 2.	draft	10		
