O0020017	煉鋼及鑄造電爐粒狀污染物管制及排放標準	空氣噪音目	Particulate Matter Control and Emission Standards for Steelmaking and Foundry Electric Arc Furnaces
O0020044	煉鋼業電弧爐戴奧辛管制及排放標準	空氣噪音目	Dioxin Control and Emission Standards for Electric Arc Furnaces in the Steelmaking Industry
O0020062	違反空氣污染防制法按次處罰通知限期改善補正或申報執行準則	空氣噪音目	Guidelines for the Execution of Per-Violation Fines and Notices to Improve, Correct, or Report within a Specified Period for Violations of the Air Pollution Control Act
O0130004	違反室內空氣品質管理法罰鍰額度裁罰準則	空氣噪音目	Guidelines for Determining Fine Amounts for Violations of the Indoor Air Quality Management Act
O0030019	違反噪音管制法按日連續處罰執行準則	空氣噪音目	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Noise Control Act
O0020008	鉛二次冶煉廠空氣污染物排放標準	空氣噪音目	Air Pollutant Emission Standards for Secondary Lead Smelters
O0020026	電力設施空氣污染物排放標準	空氣噪音目	Air Pollutant Emission Standards for Power Generation Facilities
O0020071	聚氨基甲酸酯塗布業揮發性有機物空氣污染管制及排放標準	空氣噪音目	Volatile Organic Compound Air Pollution Control and Emission Standards for the Polyurethane Coating Industry
O0020074	蒙特婁議定書列管化學物質管理辦法	空氣噪音目	Regulations Governing the Management of Chemical Substances Controlled under the Montreal Protocol
O0020010	廢棄物焚化爐空氣污染物排放標準	空氣噪音目	Air Pollutant Emission Standards for Waste Incinerators
O0020031	廢棄物焚化爐戴奧辛管制及排放標準	空氣噪音目	Dioxin Control and Emission Standards for Waste Incinerators
O0020028	熱風乾燥機粒狀污染物排放標準	空氣噪音目	Particulate Matter Emission Standards for Hot Air Dryers
O0020077	膠帶製造業揮發性有機物空氣污染管制及排放標準	空氣噪音目	Volatile Organic Compound Air Pollution Control and Emission Standards for the Adhesive Tape Manufacturing Industry
O0020056	機車排放空氣污染物檢驗站設置及管理辦法	空氣噪音目	Regulations Governing the Establishment and Management of Inspection Stations for Air Pollutant Emissions from Motorcycles
O0020020	磚瓦窯業開放式隧道窯粒狀污染物排放標準	空氣噪音目	Particulate Matter Emission Standards for Open Tunnel Kilns in the Brick and Tile Industry
O0020070	鋼鐵業集塵灰高溫冶煉設施戴奧辛管制及排放標準	空氣噪音目	Dioxin Control and Emission Standards for High-temperature Smelting Facilities for Collected Dust in the Steel Industry
O0020011	鋼鐵業燒結工場空氣污染物排放標準	空氣噪音目	Air Pollutant Emission Standards for Sintering Plants in the Steel Industry
O0020069	鋼鐵業燒結工場戴奧辛管制及排放標準	空氣噪音目	Dioxin Control and Emission Standards for Sintering Plants in the Steel Industry
O0020127	餐飲業空氣污染防制設施管理辦法	空氣噪音目	Regulations Governing Air Pollution Control Equipment for the Food and Beverage Service Industry
O0020021	瀝青拌合業粒狀污染物排放標準	空氣噪音目	Particulate Matter Emission Standards for the Asphalt Mixing Industry
O0040013	海洋放流管線放流水標準	水質保護目	Effluent Standards for Ocean Outfall Pipelines
O0040018	飲用水水源水質標準	水質保護目	Water Quality Standards for Drinking Water Sources
O0040014	飲用水連續供水固定設備使用及維護管理辦法	水質保護目	Regulations Governing the Use and Maintenance of Fixed Equipment for Continuous Drinking Water Supply
O0040016	飲用水管理條例施行細則	水質保護目	Enforcement Rules of the Drinking Water Management Act
O0040065	違反水污染防治法按次處罰通知限期改善或補正執行準則	水質保護目	Guidelines for the Execution of Per-Violation Fines and Notices to Improve or Correct within a Specified Period for Violations of the Water Pollution Control Act
O0040056	違反水污染防治法罰鍰額度裁罰準則	水質保護目	Guidelines for Determining Fine Amounts for Violations of the Water Pollution Control Act
O0040052	違反飲用水管理條例按日連續處罰執行準則	水質保護目	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Drinking Water Management Act
O0040047	預鑄式建築物污水處理設施管理辦法	水質保護目	Regulations Governing Sewage Treatment Facilities for Prefabricated Buildings
O0040069	廢（污）水處理專責人員違反水污染防治法罰鍰額度裁罰準則	水質保護目	Guidelines for Determining Fine Amounts for Wastewater Treatment Dedicated Personnel in Violation of the Water Pollution Control Act
O0020145	二氧化碳捕捉後封存管理辦法	氣候變遷目	Regulations Governing the Management of Carbon Dioxide Capture and Storage
O0020141	氫氟碳化物管理辦法	氣候變遷目	Regulations Governing the Management of Hydrofluorocarbons
O0020101	溫室氣體抵換專案管理辦法	氣候變遷目	Regulations Governing the Management of Greenhouse Gas Offset Projects
O0020104	溫室氣體認證機構及查驗機構管理辦法	氣候變遷目	Regulations Governing the Management of Greenhouse Gas Certification Bodies and Verification Bodies
O0050091	共通性事業廢棄物作為固體再生燃料原料再利用管理辦法	廢棄物資源循環目	Regulations Governing the Reuse of Common Industrial Waste as Raw Material for Solid Recovered Fuel
O0050073	再生資源再使用管理辦法	廢棄物資源循環目	Regulations Governing the Reuse of Recycled Resources
O0050074	再生資源限制或禁止輸入輸出管理辦法	廢棄物資源循環目	Regulations Governing the Restriction or Prohibition of Import and Export of Recycled Resources
O0070006	有害事業廢棄物檢測及紀錄管理辦法	廢棄物資源循環目	Regulations Governing the Testing and Recording of Hazardous Industrial Waste
O0050069	事業自行清除處理事業廢棄物許可管理辦法	廢棄物資源循環目	Regulations Governing Permits for Enterprises to Self-Clear and Dispose of Industrial Waste
O0050045	事業廢棄物處理設施餘裕處理容量許可管理辦法	廢棄物資源循環目	Regulations Governing Permits for Surplus Treatment Capacity of Industrial Waste Treatment Facilities
O0050016	事業廢棄物輸入輸出管理辦法	廢棄物資源循環目	Regulations Governing the Import and Export of Industrial Waste
O0050047	依促進民間參與公共建設法設置之廢棄物清除處理設施管理辦法	廢棄物資源循環目	Regulations Governing Waste Clearance and Disposal Facilities Established under the Act for Promotion of Private Participation in Infrastructure Projects
O0050050	指定公營事業設置廢棄物清除處理設施管理辦法	廢棄物資源循環目	Regulations Governing the Establishment of Waste Clearance and Disposal Facilities by Designated State-run Enterprises
O0050043	違反廢棄物清理法按日連續處罰執行準則	廢棄物資源循環目	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Waste Disposal Act
O0050090	違反廢棄物清理法罰鍰額度裁罰準則	廢棄物資源循環目	Guidelines for Determining Fine Amounts for Violations of the Waste Disposal Act
O0050054	廢容器回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Containers
O0050059	廢乾電池回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Dry-cell Batteries
O0050056	廢照明光源回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Lighting Sources
O0050061	廢鉛蓄電池回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Lead-acid Batteries
O0050079	廢電子電器暨廢資訊物品回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Electronic and Electrical Equipment and Waste Information Products
O0050060	廢輪胎回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Tires
O0050064	廢機動車輛回收貯存清除處理方法及設施標準	廢棄物資源循環目	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Motor Vehicles
O0050057	應回收廢棄物回收清除處理補貼申請審核管理辦法	廢棄物資源循環目	Regulations Governing the Application and Review of Subsidies for the Recycling, Clearance, and Disposal of Mandatory Recyclable Waste
O0050051	應回收廢棄物回收處理業管理辦法	廢棄物資源循環目	Regulations Governing Recycling and Disposal Enterprises of Mandatory Recyclable Waste
O0050072	環境部再生資源再生利用管理辦法	廢棄物資源循環目	Regulations Governing the Recycling and Reuse of Recycled Resources by the Ministry of Environment
O0060045	毒性及關注化學物質災害事故應變車輛管理辦法	化學物質環境用藥目	Regulations Governing Emergency Response Vehicles for Disasters and Accidents Involving Toxic and Concerned Chemical Substances
O0060017	毒性及關注化學物質災害與懸浮微粒物質災害救助種類及標準	化學物質環境用藥目	Types and Standards for Disaster Relief for Disasters Involving Toxic and Concerned Chemical Substances and Suspended Particulate Matter
O0060053	毒性及關注化學物質專業應變人員管理辦法	化學物質環境用藥目	Regulations Governing Professional Emergency Response Personnel for Toxic and Concerned Chemical Substances
O0060051	毒性及關注化學物質環境事故專業應變諮詢機關（構）認證及管理辦法	化學物質環境用藥目	Regulations Governing the Accreditation and Management of Professional Emergency Response Consultation Agencies (Institutions) for Environmental Incidents Involving Toxic and Concerned Chemical Substances
O0060011	病媒防治業管理辦法	化學物質環境用藥目	Regulations Governing the Vector Control Industry
O0060050	違反毒性及關注化學物質管理法罰鍰額度裁罰準則	化學物質環境用藥目	Guidelines for Determining Fine Amounts for Violations of the Toxic and Concerned Chemical Substances Control Act
O0060009	遺傳工程環境用藥微生物製劑開發試驗研究管理辦法	化學物質環境用藥目	Regulations Governing the Development, Testing, and Research of Genetically Engineered Environmental Pesticide Microbial Preparations
O0060010	環境用藥工廠設廠標準	化學物質環境用藥目	Standards for the Establishment of Environmental Pesticide Factories
O0060007	環境用藥專業技術人員設置管理辦法	化學物質環境用藥目	Regulations Governing the Assignment and Management of Professional Technical Personnel for Environmental Pesticides
O0060021	環境用藥貯存置放使用管理辦法	化學物質環境用藥目	Regulations Governing the Storage, Placement, and Use of Environmental Pesticides
O0060020	環境用藥微生物製劑使用於生態及水源保育或保護區運作管理辦法	化學物質環境用藥目	Regulations Governing the Use of Microbial Pesticide Preparations in Ecological and Water Source Conservation or Protected Areas
O0060006	環境用藥管理法施行細則	化學物質環境用藥目	Enforcement Rules of the Environmental Pesticide Control Act
O0060031	環境用藥廣告管理辦法	化學物質環境用藥目	Regulations Governing Advertising of Environmental Pesticides
O0110014	土壤污染評估調查人員管理辦法	土壤地下水及環管目	Regulations Governing Personnel for Soil Pollution Assessment and Investigation
O0110017	土壤污染評估調查及檢測作業管理辦法	土壤地下水及環管目	Regulations Governing Soil Pollution Assessment, Investigation, and Testing Operations
O0110021	污染土地關係人之善良管理人注意義務認定準則	土壤地下水及環管目	Guidelines for Determining the Duty of Care of a Prudent Administrator for Persons Related to Contaminated Land
O0070004	機動車輛排放空氣污染物及噪音檢驗測定機構管理辦法	環境檢驗訓練目	Regulations Governing Testing Institutions for Motor Vehicle Air Pollutant Emissions and Noise
O0120004	環境教育設施場所認證及管理辦法	環境檢驗訓練目	Regulations Governing the Accreditation and Management of Environmental Education Facilities and Venues
O0120005	環境教育機構認證及管理辦法	環境檢驗訓練目	Regulations Governing the Accreditation and Management of Environmental Education Institutions
O0070007	環境檢驗測定機構違反環保法規罰鍰額度裁罰準則	環境檢驗訓練目	Guidelines for Determining Fine Amounts for Environmental Testing Institutions in Violation of Environmental Protection Regulations
